大塚三丁目,35.720753,139.732355,新大塚,35.726521,139.729713,700,1,35.723552,139.730894,,,199,687,0.41503315743440317
新大塚,35.726521,139.729713,大塚駅前,35.730343,139.729002,450,0,,,,,200,434,nan
豊洲駅前,35.654095,139.79731,東雲橋交差点,35.64923,139.80165,650,1,35.652672,139.798675,,,201,671,0.861078139028807
お台場海浜公園駅前,35.629596,139.778495,フジテレビ前,35.627591,139.774997,380,1,35.628287,139.776153,,,202,384,0.05515711948222984
大塚四丁目,35.72421,139.730769,大塚二丁目,35.719513,139.734257,640,1,35.720625,139.73273,,,203,633,0.9413056297063767
山吹町,35.707805,139.731254,ホテル椿山荘東京前,35.713781,139.725911,1000,1,35.711334,139.731153,,,204,1021,0.6254765251287482
新田橋,35.766025,139.741773,王子五丁目,35.765162,139.735878,610,1,35.765978,139.739428,,,205,634,0.30459330541272966
晴海三丁目,35.655677,139.781999,晴海一丁目,35.657988,139.785423,410,1,35.656898,139.783823,,,206,406,0.7374104437691484
東京港湾合同庁舎前,35.617129,139.776131,東京国際クルーズターミナル駅前,35.622328,139.772184,660,1,35.618395,139.775285,,,207,679,1.5866345579048649
勝どき駅前,35.658663,139.778449,晴海三丁目,35.655677,139.781999,500,1,35.65674,139.780534,,,208,504,-0.26663405378388677
牛込保健センター前,35.703769,139.726754,牛込柳町駅前,35.700568,139.726603,400,1,35.70239,139.726644,,,209,356,0.1528091560925303
東小松川一丁目,35.699771,139.867775,江戸川区役所前,35.707642,139.867636,890,1,35.701884,139.867867,,,210,879,-0.06349822424150889
桑川町,35.671307,139.875675,葛西駅前,35.664042,139.873312,850,1,35.666757,139.873496,,,211,857,0.04241573310554427
新御徒町駅前,35.707176,139.781102,三筋二丁目,35.70648,139.787587,580,1,35.706796,139.784548,,,212,586,0.438056245286737
東雲一丁目,35.646922,139.801527,深川五中前,35.652375,139.798395,690,1,35.649075,139.801294,,,213,703,0.925670624023681
江戸川橋,35.71147,139.731375,都立新宿山吹高校前,35.707243,139.728197,750,1,35.708751,139.73157,,,214,739,0.25482464396824317
一之江駅前,35.686136,139.883631,一之江五丁目,35.690361,139.878561,690,1,35.688567,139.880927,,,215,714,0.9261665610183389
学習院女子大学前,35.707734,139.709138,新宿コズミックセンター前,35.703829,139.708625,440,1,35.705626,139.708853,,,216,437,0.32297327488413613
桑川町,35.671357,139.875421,江戸川区口腔保健センター入口,35.67487,139.881898,840,1,35.67489,139.878781,,,217,828,1.6186039023637129
窪町小学校,35.718424,139.735619,大塚三丁目,35.720753,139.732355,390,1,35.719458,139.733913,,,218,391,0.007675059261637954
三筋二丁目,35.70648,139.787587,蔵前駅前,35.705534,139.792603,470,1,35.706269,139.789646,,,219,467,0.20095968570742462
